iter	Passed	Remaining
2444	402083	1242430
2445	402256	1242292
2446	402422	1242132
2447	402600	1242008
2448	402768	1241857
2449	402945	1241730
2450	403119	1241595
2451	403289	1241448
2452	403426	1241197
2453	403613	1241101
2454	403776	1240935
2455	403915	1240692
2456	404102	1240596
2457	404228	1240314
2458	404391	1240143
2459	404552	1239970
2460	404725	1239832
2461	404867	1239598
2462	405045	1239475
2463	405212	1239317
2464	405386	1239184
2465	405562	1239052
2466	405713	1238850
2467	405886	1238711
2468	406065	1238589
2469	406256	1238506
2470	406404	1238292
2471	406577	1238152
2472	406727	1237945
2473	406907	1237826
2474	407083	1237698
2475	407248	1237535
2476	407406	1237351
2477	407547	1237114
2478	407693	1236895
2479	407840	1236678
2480	408030	1236589
2481	408180	1236382
2482	408334	1236187
2483	408481	1235967
2484	408658	1235841
2485	408828	1235694
2486	408998	1235546
2487	409178	1235429
2488	409364	1235329
2489	409514	1235122
2490	409682	1234969
2491	409849	1234811
2492	410023	1234676
2493	410195	1234533
2494	410340	1234311
2495	410493	1234112
2496	410665	1233969
2497	410833	1233816
2498	410999	1233656
2499	411148	1233444
2500	411313	1233283
2501	411491	1233157
2502	411635	1232933
2503	411791	1232742
2504	411967	1232614
2505	412117	1232405
2506	412276	1232225
2507	412448	1232083
2508	412621	1231944
2509	412789	1231790
2510	412958	1231638
2511	413131	1231499
2512	413298	1231342
2513	413446	1231129
2514	413593	1230914
2515	413743	1230704
2516	413896	1230506
2517	414040	1230281
2518	414197	1230095
2519	414377	1229977
2520	414545	1229824
2521	414713	1229668
2522	414888	1229537
2523	415071	1229425
2524	415224	1229228
2525	415388	1229063
2526	415555	1228906
2527	415729	1228769
2528	415880	1228564
2529	416053	1228428
2530	416219	1228266
2531	416387	1228113
2532	416540	1227913
2533	416707	1227759
2534	416885	1227632
2535	417059	1227498
2536	417231	1227353
2537	417368	1227109
2538	417555	1227012
2539	417720	1226849
2540	417870	1226642
2541	418019	1226432
2542	418173	1226237
2543	418339	1226078
2544	418486	1225860
2545	418653	1225704
2546	418831	1225579
2547	419010	1225457
2548	419179	1225305
2549	419354	1225172
2550	419527	1225032
2551	419694	1224875
2552	419879	1224770
2553	420053	1224634
2554	420225	1224491
2555	420371	1224273
2556	420544	1224136
2557	420719	1224001
2558	420889	1223851
2559	421063	1223717
2560	421251	1223620
2561	421407	1223431
2562	421575	1223277
2563	421740	1223113
2564	421914	1222977
2565	422089	1222841
2566	422260	1222695
2567	422430	1222548
2568	422600	1222398
2569	422775	1222265
2570	422937	1222093
2571	423089	1221893
2572	423269	1221772
2573	423443	1221637
2574	423616	1221496
2575	423772	1221307
2576	423946	1221169
2577	424121	1221036
2578	424268	1220820
2579	424440	1220677
2580	424609	1220525
2581	424762	1220327
2582	424938	1220197
2583	425130	1220110
2584	425303	1219971
2585	425452	1219762
2586	425629	1219633
2587	425800	1219487
2588	425978	1219361
2589	426148	1219212
2590	426322	1219076
2591	426473	1218870
2592	426660	1218772
2593	426812	1218570
2594	426987	1218435
2595	427155	1218281
2596	427329	1218144
2597	427502	1218002
2598	427676	1217865
2599	427833	1217678
2600	428006	1217540
2601	428189	1217426
2602	428358	1217275
2603	428509	1217072
2604	428687	1216945
2605	428856	1216793
2606	429033	1216663
2607	429205	1216521
2608	429345	1216286
2609	429518	1216147
2610	429665	1215931
2611	429812	1215718
2612	429987	1215582
2613	430158	1215435
2614	430332	1215298
2615	430498	1215137
2616	430642	1214914
2617	430802	1214737
2618	430963	1214563
2619	431134	1214416
2620	431305	1214269
2621	431475	1214120
2622	431640	1213956
2623	431809	1213805
2624	431988	1213682
2625	432155	1213524
2626	432349	1213443
2627	432522	1213301
2628	432690	1213145
2629	432862	1213001
2630	433011	1212794
2631	433182	1212646
2632	433352	1212498
2633	433521	1212345
2634	433682	1212171
2635	433863	1212052
2636	434057	1211971
2637	434226	1211817
2638	434397	1211670
2639	434570	1211529
2640	434746	1211397
2641	434917	1211250
2642	435086	1211098
2643	435253	1210939
2644	435428	1210805
2645	435603	1210667
2646	435777	1210528
2647	435949	1210385
2648	436115	1210225
2649	436260	1210004
2650	436426	1209845
2651	436593	1209687
2652	436763	1209535
2653	436914	1209335
2654	437060	1209117
2655	437209	1208911
2656	437383	1208772
2657	437546	1208603
2658	437737	1208511
2659	437915	1208383
2660	438085	1208234
2661	438257	1208088
2662	438429	1207945
2663	438607	1207816
2664	438782	1207679
2665	438933	1207477
2666	439105	1207335
2667	439270	1207170
2668	439441	1207023
2669	439587	1206807
2670	439739	1206608
2671	439910	1206460
2672	440081	1206314
2673	440254	1206173
2674	440403	1205964
2675	440546	1205741
2676	440728	1205623
2677	440902	1205483
2678	441076	1205345
2679	441226	1205142
2680	441401	1205005
2681	441548	1204791
2682	441724	1204659
2683	441903	1204533
2684	442072	1204379
2685	442237	1204216
2686	442405	1204060
2687	442577	1203917
2688	442743	1203754
2689	442924	1203634
2690	443093	1203482
2691	443245	1203282
2692	443418	1203142
2693	443567	1202934
2694	443718	1202731
2695	443864	1202517
2696	444039	1202380
2697	444210	1202233
2698	444361	1202031
2699	444510	1201824
2700	444686	1201689
2701	444855	1201538
2702	445021	1201377
2703	445193	1201231
2704	445365	1201086
2705	445545	1200963
2706	445723	1200836
2707	445878	1200644
2708	446050	1200499
2709	446222	1200355
2710	446393	1200208
2711	446562	1200054
2712	446733	1199905
2713	446886	1199710
2714	447029	1199487
2715	447179	1199283
2716	447330	1199083
2717	447503	1198940
2718	447673	1198790
2719	447822	1198582
2720	447989	1198426
2721	448142	1198229
2722	448286	1198010
2723	448439	1197813
2724	448602	1197644
2725	448756	1197451
2726	448939	1197335
2727	449112	1197193
2728	449261	1196987
2729	449433	1196843
2730	449610	1196710
2731	449764	1196518
2732	449934	1196367
2733	450122	1196264
2734	450275	1196068
2735	450447	1195926
2736	450597	1195721
2737	450748	1195520
2738	450897	1195315
2739	451072	1195177
2740	451248	1195041
2741	451417	1194889
2742	451599	1194770
2743	451773	1194631
2744	451908	1194389
2745	452063	1194198
2746	452237	1194059
2747	452391	1193864
2748	452569	1193735
2749	452748	1193608
2750	452901	1193415
2751	453074	1193272
2752	453245	1193122
2753	453417	1192979
2754	453585	1192824
2755	453766	1192701
2756	453938	1192555
2757	454125	1192449
2758	454270	1192233
2759	454440	1192084
2760	454598	1191901
2761	454777	1191774
2762	454935	1191592
2763	455106	1191442
2764	455274	1191287
2765	455428	1191096
2766	455618	1190997
2767	455793	1190859
2768	455940	1190648
2769	456112	1190502
2770	456283	1190355
2771	456453	1190203
2772	456624	1190055
2773	456801	1189922
2774	456960	1189745
2775	457137	1189612
2776	457303	1189450
2777	457452	1189243
2778	457633	1189123
2779	457812	1188995
2780	457981	1188842
2781	458151	1188689
2782	458318	1188531
2783	458486	1188375
2784	458650	1188208
2785	458828	1188078
2786	458974	1187866
2787	459150	1187730
2788	459325	1187592
2789	459472	1187383
2790	459629	1187198
2791	459805	1187061
2792	459963	1186880
2793	460106	1186659
2794	460259	1186464
2795	460428	1186311
2796	460581	1186117
2797	460732	1185916
2798	460883	1185717
2799	461054	1185569
2800	461224	1185417
2801	461390	1185257
2802	461569	1185129
2803	461738	1184974
2804	461909	1184826
2805	462083	1184687
2806	462238	1184496
2807	462409	1184347
2808	462560	1184147
2809	462714	1183957
2810	462884	1183805
2811	463056	1183658
2812	463228	1183513
2813	463401	1183371
2814	463582	1183245
2815	463739	1183063
2816	463912	1182919
2817	464084	1182772
2818	464259	1182635
2819	464410	1182434
2820	464585	1182296
2821	464757	1182150
2822	464919	1181979
2823	465074	1181789
2824	465262	1181685
2825	465436	1181542
2826	465601	1181378
2827	465770	1181225
2828	465943	1181082
2829	466099	1180896
2830	466243	1180679
2831	466387	1180461
2832	466550	1180292
2833	466726	1180156
2834	466894	1179999
2835	467070	1179863
2836	467217	1179655
2837	467363	1179441
2838	467542	1179313
2839	467693	1179114
2840	467866	1178970
2841	468034	1178814
2842	468186	1178617
2843	468326	1178392
2844	468489	1178221
2845	468660	1178072
2846	468830	1177922
2847	469007	1177788
2848	469181	1177646
2849	469331	1177444
2850	469501	1177294
2851	469680	1177165
2852	469863	1177047
2853	470019	1176859
2854	470191	1176714
2855	470344	1176519
2856	470497	1176326
2857	470664	1176167
2858	470836	1176021
2859	470991	1175833
2860	471138	1175624
2861	471290	1175427
2862	471445	1175237
2863	471609	1175071
2864	471792	1174951
2865	471963	1174803
2866	472112	1174600
2867	472286	1174459
2868	472461	1174318
2869	472617	1174133
2870	472768	1173934
2871	472919	1173735
2872	473084	1173573
2873	473257	1173429
2874	473427	1173275
2875	473575	1173070
2876	473742	1172912
2877	473885	1172692
2878	474053	1172538
2879	474225	1172390
2880	474398	1172247
2881	474571	1172103
2882	474752	1171978
2883	474899	1171769
2884	475053	1171578
2885	475210	1171394
2886	475389	1171265
2887	475556	1171107
2888	475706	1170906
2889	475857	1170708
2890	476041	1170591
2891	476218	1170457
2892	476363	1170244
2893	476535	1170096
2894	476684	1169892
2895	476855	1169744
2896	477030	1169606
2897	477204	1169463
2898	477356	1169268
2899	477527	1169119
2900	477676	1168915
2901	477850	1168774
2902	478020	1168623
2903	478206	1168510
2904	478373	1168350
2905	478545	1168205
2906	478697	1168009
2907	478876	1167879
2908	479048	1167732
2909	479190	1167512
2910	479356	1167351
2911	479507	1167152
2912	479660	1166960
2913	479828	1166803
2914	480003	1166664
2915	480156	1166470
2916	480343	1166359
2917	480479	1166125
2918	480665	1166013
2919	480834	1165859
2920	481010	1165721
2921	481201	1165621
2922	481387	1165508
2923	481575	1165400
2924	481730	1165212
2925	481904	1165069
2926	482080	1164930
2927	482229	1164729
2928	482419	1164624
2929	482605	1164513
2930	482757	1164316
2931	482929	1164170
2932	483079	1163970
2933	483258	1163840
2934	483410	1163644
2935	483579	1163489
2936	483746	1163330
2937	483917	1163180
2938	484102	1163064
2939	484286	1162946
2940	484478	1162846
2941	484662	1162728
2942	484845	1162606
2943	485028	1162486
2944	485209	1162361
2945	485400	1162258
2946	485593	1162161
2947	485746	1161969
2948	485926	1161840
2949	486106	1161712
2950	486294	1161602
2951	486476	1161479
2952	486643	1161318
2953	486835	1161218
2954	487016	1161094
2955	487187	1160943
2956	487384	1160855
2957	487589	1160785
2958	487778	1160679
2959	487936	1160496
2960	488120	1160378
2961	488292	1160230
2962	488474	1160105
2963	488647	1159961
2964	488808	1159787
2965	488967	1159609
2966	489135	1159450
2967	489312	1159315
2968	489467	1159127
2969	489622	1158938
2970	489773	1158740
2971	489924	1158542
2972	490091	1158383
2973	490243	1158187
2974	490407	1158021
2975	490602	1157927
2976	490796	1157831
2977	490973	1157695
2978	491148	1157553
2979	491339	1157450
2980	491495	1157265
2981	491662	1157105
2982	491851	1156996
2983	492034	1156874
2984	492213	1156742
2985	492379	1156581
2986	492587	1156517
2987	492774	1156402
2988	492956	1156279
2989	493133	1156141
2990	493322	1156034
2991	493515	1155934
2992	493714	1155850
2993	493876	1155676
2994	494055	1155544
2995	494242	1155430
2996	494415	1155285
2997	494580	1155121
2998	494752	1154972
2999	494904	1154777
3000	495070	1154614
3001	495223	1154422
3002	495396	1154276
3003	495575	1154143
3004	495724	1153942
3005	495892	1153783
3006	496080	1153672
3007	496254	1153527
3008	496426	1153379
3009	496596	1153225
3010	496771	1153084
3011	496941	1152930
3012	497091	1152731
3013	497236	1152519
3014	497402	1152356
3015	497570	1152199
3016	497739	1152044
3017	497897	1151861
3018	498047	1151663
3019	498216	1151506
3020	498378	1151335
3021	498547	1151179
3022	498724	1151041
3023	498870	1150834
3024	499015	1150623
3025	499167	1150427
3026	499335	1150270
3027	499507	1150120
3028	499680	1149974
3029	499851	1149823
3030	500016	1149658
3031	500163	1149452
3032	500339	1149311
3033	500521	1149185
3034	500696	1149044
3035	500868	1148896
3036	501022	1148706
3037	501175	1148513
3038	501348	1148366
3039	501520	1148218
3040	501688	1148059
3041	501855	1147899
3042	502029	1147754
3043	502215	1147639
3044	502389	1147494
3045	502544	1147305
3046	502709	1147141
3047	502861	1146947
3048	503033	1146798
3049	503206	1146650
3050	503381	1146507
3051	503546	1146343
3052	503696	1146144
3053	503881	1146026
3054	504055	1145880
3055	504227	1145732
3056	504399	1145583
3057	504568	1145427
3058	504742	1145281
3059	504909	1145122
3060	505061	1144926
3061	505233	1144777
3062	505415	1144651
3063	505587	1144503
3064	505757	1144347
3065	505929	1144200
3066	506090	1144024
3067	506268	1143890
3068	506422	1143700
3069	506594	1143549
3070	506771	1143412
3071	506915	1143200
3072	507066	1143004
3073	507234	1142844
3074	507408	1142699
3075	507587	1142566
3076	507761	1142423
3077	507929	1142263
3078	508104	1142120
3079	508276	1141971
3080	508452	1141830
3081	508604	1141637
3082	508771	1141475
3083	508940	1141319
3084	509109	1141164
3085	509263	1140974
3086	509434	1140823
3087	509593	1140643
3088	509766	1140497
3089	509923	1140313
3090	510071	1140111
3091	510248	1139972
3092	510418	1139819
3093	510565	1139614
3094	510751	1139494
3095	510932	1139365
3096	511083	1139168
3097	511224	1138950
3098	511406	1138823
3099	511578	1138673
3100	511749	1138523
3101	511907	1138342
3102	512076	1138185
3103	512257	1138056
3104	512425	1137898
3105	512587	1137725
3106	512743	1137542
3107	512898	1137354
3108	513072	1137209
3109	513226	1137019
3110	513402	1136878
3111	513573	1136726
3112	513761	1136611
3113	513931	1136458
3114	514082	1136263
3115	514249	1136102
3116	514423	1135957
3117	514598	1135812
3118	514770	1135663
3119	514942	1135515
3120	515118	1135373
3121	515291	1135225
3122	515474	1135099
3123	515647	1134952
3124	515822	1134810
3125	515993	1134656
3126	516172	1134522
3127	516349	1134383
3128	516498	1134184
3129	516672	1134037
3130	516854	1133910
3131	517023	1133752
3132	517171	1133552
3133	517361	1133440
3134	517513	1133247
3135	517685	1133097
3136	517858	1132949
3137	518030	1132798
3138	518187	1132615
3139	518355	1132458
3140	518535	1132325
3141	518709	1132181
3142	518863	1131991
3143	519010	1131787
3144	519205	1131686
3145	519378	1131538
3146	519532	1131349
3147	519679	1131143
3148	519850	1130993
3149	520021	1130840
3150	520171	1130641
3151	520350	1130508
3152	520504	1130317
3153	520655	1130123
3154	520816	1129949
3155	520985	1129792
3156	521134	1129591
3157	521293	1129415
3158	521463	1129260
3159	521619	1129075
3160	521768	1128875
3161	521916	1128673
3162	522068	1128480
3163	522217	1128279
3164	522382	1128114
3165	522557	1127972
3166	522725	1127812
3167	522902	1127673
3168	523059	1127490
3169	523217	1127309
3170	523392	1127166
3171	523543	1126972
3172	523701	1126792
3173	523875	1126646
3174	524049	1126500
3175	524238	1126386
3176	524405	1126224
3177	524581	1126083
3178	524750	1125927
3179	524923	1125780
3180	525075	1125587
3181	525232	1125403
3182	525399	1125243
3183	525570	1125089
3184	525725	1124903
3185	525871	1124698
3186	526021	1124501
3187	526192	1124349
3188	526365	1124199
3189	526533	1124042
3190	526681	1123840
3191	526849	1123682
3192	527009	1123505
3193	527187	1123368
3194	527344	1123186
3195	527499	1122999
3196	527649	1122801
3197	527802	1122612
3198	527949	1122409
3199	528105	1122224
3200	528256	1122030
3201	528410	1121839
3202	528562	1121647
3203	528735	1121500
3204	528907	1121349
3205	529055	1121149
3206	529239	1121023
3207	529393	1120836
3208	529561	1120677
3209	529710	1120478
3210	529879	1120321
3211	530034	1120134
3212	530180	1119929
3213	530359	1119795
3214	530511	1119601
3215	530685	1119456
3216	530857	1119306
3217	531043	1119185
3218	531220	1119044
3219	531391	1118893
3220	531566	1118747
3221	531717	1118553
3222	531863	1118349
3223	532039	1118207
3224	532190	1118011
3225	532358	1117854
3226	532520	1117682
3227	532668	1117480
3228	532833	1117317
3229	533006	1117167
3230	533163	1116986
3231	533344	1116855
3232	533499	1116668
3233	533655	1116486
3234	533814	1116307
3235	533985	1116154
3236	534129	1115945
3237	534285	1115762
3238	534452	1115601
3239	534604	1115410
3240	534730	1115163
3241	534908	1115024
3242	535091	1114897
3243	535272	1114766
3244	535444	1114615
3245	535616	1114464
3246	535778	1114293
3247	535953	1114149
3248	536105	1113957
3249	536279	1113810
3250	536433	1113623
3251	536580	1113421
3252	536754	1113273
3253	536920	1113111
3254	537067	1112909
3255	537222	1112722
3256	537406	1112597
3257	537566	1112423
3258	537738	1112272
3259	537886	1112071
3260	538039	1111882
3261	538213	1111735
3262	538384	1111583
3263	538528	1111375
3264	538701	1111226
3265	538872	1111073
3266	539026	1110885
3267	539172	1110683
3268	539330	1110503
3269	539510	1110368
3270	539683	1110219
3271	539850	1110059
3272	540019	1109901
3273	540192	1109754
3274	540364	1109604
3275	540532	1109443
3276	540705	1109295
3277	540856	1109102
3278	541048	1108992
3279	541227	1108856
3280	541394	1108695
3281	541565	1108542
3282	541733	1108384
3283	541910	1108243
3284	542087	1108101
3285	542258	1107949
3286	542433	1107804
3287	542622	1107690
3288	542795	1107540
3289	542968	1107391
3290	543145	1107250
3291	543318	1107101
3292	543492	1106954
3293	543643	1106761
3294	543812	1106605
3295	543986	1106458
3296	544143	1106275
3297	544311	1106118
3298	544481	1105963
3299	544652	1105809
3300	544802	1105614
3301	544974	1105463
3302	545158	1105336
3303	545327	1105180
3304	545500	1105030
3305	545652	1104839
3306	545814	1104668
3307	545992	1104529
3308	546174	1104397
3309	546345	1104244
3310	546512	1104084
3311	546687	1103939
3312	546855	1103780
3313	547009	1103592
3314	547170	1103419
3315	547343	1103269
3316	547514	1103117
3317	547688	1102970
3318	547861	1102821
3319	548034	1102671
3320	548178	1102463
3321	548327	1102267
3322	548525	1102167
3323	548685	1101992
3324	548835	1101798
3325	549010	1101652
3326	549160	1101456
3327	549332	1101306
3328	549506	1101159
3329	549681	1101013
3330	549835	1100825
3331	550009	1100679
3332	550165	1100495
3333	550347	1100365
3334	550501	1100177
3335	550674	1100029
3336	550846	1099877
3337	551024	1099737
3338	551173	1099540
3339	551326	1099351
3340	551495	1099194
3341	551680	1099069
3342	551856	1098924
3343	552018	1098754
3344	552195	1098612
3345	552369	1098465
3346	552540	1098311
3347	552715	1098166
3348	552891	1098023
3349	553078	1097901
3350	553273	1097795
3351	553426	1097607
3352	553599	1097457
3353	553769	1097301
3354	553939	1097147
3355	554112	1096998
3356	554281	1096839
3357	554469	1096721
3358	554646	1096578
3359	554800	1096391
3360	554975	1096245
3361	555149	1096098
3362	555317	1095938
3363	555482	1095773
3364	555653	1095619
3365	555799	1095417
3366	555971	1095264
3367	556135	1095098
3368	556286	1094905
3369	556440	1094717
3370	556611	1094564
3371	556784	1094414
3372	556961	1094272
3373	557135	1094125
3374	557300	1093960
3375	557455	1093775
3376	557610	1093590
3377	557757	1093390
3378	557933	1093244
3379	558080	1093046
3380	558255	1092899
3381	558442	1092777
3382	558613	1092623
3383	558784	1092469
3384	558956	1092317
3385	559097	1092105
3386	559280	1091976
3387	559431	1091782
3388	559598	1091621
3389	559773	1091475
3390	559935	1091304
3391	560104	1091146
3392	560256	1090955
3393	560429	1090806
3394	560607	1090667
3395	560781	1090518
3396	560932	1090325
3397	561106	1090178
3398	561282	1090034
3399	561454	1089882
3400	561601	1089682
3401	561754	1089494
3402	561919	1089328
3403	562072	1089139
3404	562239	1088977
3405	562392	1088788
3406	562564	1088637
3407	562731	1088476
3408	562884	1088288
3409	563062	1088148
3410	563233	1087993
3411	563388	1087808
3412	563555	1087647
3413	563729	1087498
3414	563917	1087378
3415	564089	1087226
3416	564264	1087079
3417	564439	1086933
3418	564610	1086780
3419	564767	1086600
3420	564922	1086414
3421	565073	1086222
3422	565229	1086039
3423	565400	1085886
3424	565553	1085697
3425	565695	1085487
3426	565875	1085351
3427	566044	1085194
3428	566217	1085044
3429	566366	1084847
3430	566522	1084665
3431	566691	1084507
3432	566866	1084361
3433	567017	1084168
3434	567197	1084032
3435	567388	1083917
3436	567538	1083722
3437	567707	1083565
3438	567858	1083372
3439	568011	1083183
3440	568162	1082992
3441	568333	1082839
3442	568504	1082685
3443	568672	1082525
3444	568849	1082382
3445	569007	1082204
3446	569172	1082039
3447	569322	1081844
3448	569504	1081710
3449	569656	1081521
3450	569828	1081370
3451	569989	1081195
3452	570151	1081025
3453	570323	1080872
3454	570489	1080709
3455	570657	1080549
3456	570848	1080434
3457	571004	1080251
3458	571154	1080057
3459	571305	1079865
3460	571480	1079719
3461	571638	1079541
3462	571816	1079400
3463	571969	1079212
3464	572140	1079059
3465	572284	1078852
3466	572448	1078685
3467	572627	1078547
3468	572781	1078361
3469	572931	1078167
3470	573100	1078010
3471	573254	1077823
3472	573429	1077676
3473	573598	1077519
3474	573770	1077367
3475	573958	1077245
3476	574112	1077060
3477	574266	1076873
3478	574436	1076718
3479	574605	1076559
3480	574784	1076420
3481	574960	1076275
3482	575113	1076088
3483	575260	1075888
3484	575436	1075743
3485	575608	1075591
3486	575775	1075430
3487	575959	1075299
3488	576108	1075104
3489	576265	1074924
3490	576414	1074729
3491	576584	1074573
3492	576757	1074422
3493	576929	1074271
3494	577101	1074119
3495	577296	1074009
3496	577465	1073851
3497	577618	1073663
3498	577765	1073465
3499	577923	1073286
3500	578097	1073137
3501	578250	1072950
3502	578406	1072768
3503	578576	1072611
3504	578768	1072495
3505	578941	1072345
3506	579111	1072191
3507	579265	1072004
3508	579436	1071849
3509	579582	1071649
3510	579735	1071461
3511	579884	1071267
3512	580059	1071119
3513	580241	1070986
3514	580409	1070826
3515	580579	1070670
3516	580757	1070528
3517	580932	1070381
3518	581103	1070228
3519	581273	1070071
3520	581425	1069882
3521	581599	1069734
3522	581786	1069609
3523	581960	1069459
3524	582126	1069296
3525	582278	1069106
3526	582445	1068946
3527	582611	1068781
3528	582760	1068587
3529	582911	1068396
3530	583068	1068215
3531	583255	1068091
3532	583409	1067905
3533	583557	1067708
3534	583737	1067570
3535	583889	1067382
3536	584057	1067221
3537	584230	1067070
3538	584398	1066910
3539	584551	1066723
3540	584724	1066573
3541	584896	1066419
3542	585048	1066231
3543	585212	1066064
3544	585397	1065935
3545	585567	1065778
3546	585736	1065621
3547	585913	1065477
3548	586087	1065328
3549	586260	1065178
3550	586424	1065010
3551	586569	1064809
3552	586727	1064629
3553	586881	1064445
3554	587046	1064279
3555	587193	1064082
3556	587373	1063942
3557	587537	1063777
3558	587698	1063602
3559	587874	1063457
3560	588048	1063309
3561	588220	1063156
3562	588412	1063040
3563	588575	1062870
3564	588744	1062713
3565	588921	1062568
3566	589072	1062378
3567	589227	1062194
3568	589393	1062030
3569	589541	1061834
3570	589726	1061705
3571	589891	1061540
3572	590074	1061406
3573	590254	1061268
3574	590430	1061124
3575	590610	1060985
3576	590783	1060833
3577	590964	1060696
3578	591110	1060498
3579	591281	1060343
3580	591458	1060198
3581	591631	1060046
3582	591807	1059902
3583	591982	1059755
3584	592152	1059597
3585	592308	1059416
3586	592477	1059257
3587	592631	1059072
3588	592819	1058948
3589	592970	1058757
3590	593138	1058598
3591	593316	1058455
3592	593471	1058272
3593	593645	1058123
3594	593797	1057933
3595	593948	1057744
3596	594124	1057597
3597	594298	1057448
3598	594472	1057299
3599	594646	1057149
3600	594811	1056983
3601	594986	1056835
3602	595156	1056679
3603	595306	1056486
3604	595476	1056330
3605	595651	1056183
3606	595805	1055997
3607	595973	1055838
3608	596146	1055686
3609	596327	1055548
3610	596493	1055385
3611	596694	1055282
3612	596867	1055132
3613	597040	1054981
3614	597211	1054825
3615	597381	1054668
3616	597564	1054534
3617	597709	1054334
3618	597888	1054192
3619	598038	1054002
3620	598212	1053852
3621	598389	1053708
3622	598561	1053553
3623	598746	1053423
3624	598894	1053228
3625	599077	1053094
3626	599230	1052907
3627	599404	1052757
3628	599575	1052603
3629	599745	1052445
3630	599923	1052303
3631	600072	1052109
3632	600246	1051960
3633	600426	1051820
3634	600595	1051662
3635	600773	1051519
3636	600921	1051323
3637	601083	1051152
3638	601255	1050999
3639	601423	1050838
3640	601597	1050688
3641	601752	1050505
3642	601928	1050358
3643	602085	1050179
3644	602270	1050048
3645	602420	1049857
3646	602596	1049710
3647	602755	1049535
3648	602922	1049373
3649	603095	1049221
3650	603244	1049028
3651	603392	1048832
3652	603566	1048682
3653	603721	1048498
3654	603862	1048291
3655	604040	1048149
3656	604228	1048023
3657	604377	1047830
3658	604531	1047645
3659	604700	1047486
3660	604869	1047327
3661	605019	1047136
3662	605193	1046985
3663	605342	1046793
3664	605518	1046646
3665	605700	1046510
3666	605856	1046329
3667	606026	1046171
3668	606203	1046027
3669	606359	1045845
3670	606532	1045694
3671	606684	1045506
3672	606836	1045318
3673	606998	1045147
3674	607168	1044990
3675	607339	1044835
3676	607519	1044695
3677	607696	1044550
3678	607870	1044399
3679	608047	1044256
3680	608203	1044074
3681	608373	1043918
3682	608544	1043762
3683	608733	1043638
3684	608904	1043482
3685	609075	1043327
3686	609243	1043166
3687	609411	1043005
3688	609587	1042859
3689	609768	1042720
3690	609915	1042524
3691	610077	1042353
3692	610245	1042192
3693	610419	1042043
3694	610579	1041867
3695	610732	1041682
3696	610902	1041525
3697	611054	1041337
3698	611226	1041183
3699	611399	1041031
3700	611570	1040876
3701	611742	1040722
3702	611893	1040532
3703	612080	1040405
3704	612253	1040252
3705	612425	1040098
3706	612575	1039906
3707	612753	1039763
3708	612928	1039615
3709	613090	1039444
3710	613274	1039310
3711	613450	1039163
3712	613634	1039030
3713	613807	1038878
3714	613979	1038724
3715	614124	1038524
3716	614289	1038358
3717	614459	1038201
3718	614631	1038048
3719	614805	1037898
3720	614979	1037746
3721	615148	1037588
3722	615295	1037391
3723	615468	1037239
3724	615642	1037089
3725	615814	1036934
3726	615986	1036780
3727	616155	1036622
3728	616310	1036439
3729	616479	1036280
3730	616636	1036101
3731	616805	1035942
3732	616985	1035802
3733	617162	1035656
3734	617311	1035464
3735	617487	1035316
3736	617659	1035161
3737	617825	1034998
3738	617997	1034843
3739	618149	1034657
3740	618325	1034508
3741	618491	1034346
3742	618674	1034208
3743	618836	1034039
3744	619012	1033890
3745	619181	1033731
3746	619354	1033579
3747	619508	1033395
3748	619662	1033211
3749	619842	1033070
3750	620003	1032899
3751	620193	1032774
3752	620353	1032600
3753	620503	1032409
3754	620662	1032234
3755	620837	1032084
3756	621013	1031936
3757	621188	1031787
3758	621364	1031640
3759	621517	1031454
3760	621696	1031312
3761	621851	1031129
3762	622007	1030949
3763	622176	1030789
3764	622333	1030610
3765	622522	1030484
3766	622679	1030305
3767	622849	1030147
3768	623002	1029961
3769	623181	1029819
3770	623355	1029669
3771	623507	1029480
3772	623683	1029333
3773	623858	1029183
3774	624044	1029053
3775	624199	1028871
3776	624373	1028720
3777	624540	1028558
3778	624710	1028400
3779	624882	1028246
3780	625060	1028100
3781	625212	1027914
3782	625388	1027765
3783	625554	1027602
3784	625724	1027445
3785	625899	1027294
3786	626070	1027139
3787	626243	1026986
3788	626413	1026828
3789	626587	1026677
3790	626748	1026505
3791	626902	1026320
3792	627048	1026124
3793	627221	1025971
3794	627389	1025811
3795	627545	1025629
3796	627699	1025445
3797	627866	1025284
3798	628014	1025089
3799	628169	1024908
3800	628340	1024752
3801	628513	1024599
3802	628670	1024419
3803	628824	1024235
3804	628972	1024043
3805	629149	1023896
3806	629322	1023744
3807	629490	1023583
3808	629660	1023425
3809	629839	1023282
3810	630008	1023123
3811	630163	1022941
3812	630317	1022757
3813	630484	1022595
3814	630635	1022407
3815	630788	1022221
3816	630959	1022065
3817	631149	1021940
3818	631322	1021787
3819	631493	1021631
3820	631665	1021476
3821	631838	1021324
3822	632004	1021159
3823	632162	1020981
3824	632314	1020796
3825	632467	1020610
3826	632638	1020453
3827	632819	1020314
3828	633001	1020176
3829	633174	1020023
3830	633348	1019871
3831	633484	1019659
3832	633679	1019540
3833	633834	1019359
3834	634010	1019210
3835	634186	1019062
3836	634371	1018928
3837	634507	1018717
3838	634686	1018573
3839	634854	1018413
3840	635024	1018254
3841	635203	1018111
