iter	Logloss
133	0.2288297899
134	0.2286931864
135	0.2285326006
136	0.228375187
137	0.2281642301
138	0.2280161092
139	0.2279457093
140	0.2278222249
141	0.2275604916
142	0.2274439549
143	0.2273627399
144	0.2272338276
145	0.2270545302
146	0.2268415787
147	0.2266240977
148	0.2264628803
149	0.2263328179
150	0.226195997
151	0.2260329147
152	0.2259068991
153	0.2257339361
154	0.2255618908
155	0.2254410815
156	0.2252927091
157	0.2251458024
158	0.2250252704
159	0.2248347803
160	0.2246773987
161	0.2245096293
162	0.2243261218
163	0.2241324901
164	0.2240457638
165	0.2239233708
166	0.2237347391
167	0.2235483468
168	0.2233794834
169	0.223303899
170	0.2230981525
171	0.22291096
172	0.2228056662
173	0.2226776501
174	0.2225368733
175	0.2224110271
176	0.2221942465
177	0.22192951
178	0.2218467176
179	0.221685838
180	0.2216091501
181	0.2215399962
182	0.2214427622
183	0.2213149821
184	0.2212338609
185	0.2210380728
186	0.2208807895
187	0.2206369734
188	0.2204316787
189	0.2202976817
190	0.2202222609
191	0.2201051828
192	0.219953856
193	0.2197966096
194	0.2196826269
195	0.2196011897
196	0.2194440627
197	0.2192839824
198	0.2191428157
199	0.2190520328
200	0.2189396619
201	0.2188175352
202	0.2186971952
203	0.2185556687
204	0.2184157227
205	0.2183569813
206	0.2182528552
207	0.218089547
208	0.2179780036
209	0.2177861969
210	0.217617155
211	0.217482784
212	0.2172741413
213	0.2172206358
214	0.2171161506
215	0.2169848674
216	0.2168144449
217	0.2167468599
218	0.2167057953
219	0.2166182625
220	0.2164428948
221	0.2162933136
222	0.2161789734
223	0.2160551323
224	0.2160021715
225	0.2158878341
226	0.2157847016
227	0.2155777886
228	0.2153717686
229	0.2153131819
230	0.2152346039
231	0.2151177878
232	0.2149387442
233	0.214721344
234	0.2146898751
235	0.2145792155
236	0.2144151723
237	0.2142789036
238	0.2141472057
239	0.2140326209
240	0.2139885464
241	0.2137870954
242	0.2136778981
243	0.2135815273
244	0.213364591
245	0.2132431423
246	0.2131203329
247	0.2130060952
248	0.2128853135
249	0.2127986631
250	0.2126882703
251	0.2124613787
252	0.2123398128
253	0.2122062824
254	0.212099421
255	0.2120015132
256	0.2118658884
257	0.2117938029
258	0.2115992797
259	0.2114785837
260	0.211387948
261	0.2112989313
262	0.2111970608
263	0.211109873
264	0.210931634
265	0.2108272215
266	0.2107591759
267	0.2106322002
268	0.2105325151
269	0.2104721773
270	0.2103320582
271	0.2101345874
272	0.2100486291
273	0.2099424868
274	0.2098512139
275	0.2097147567
276	0.2096259514
277	0.2094982627
278	0.2093702233
279	0.2092541507
280	0.2091247425
281	0.2089334641
282	0.2088391137
283	0.2087475302
284	0.2086774151
285	0.2085426341
286	0.2084323485
287	0.2083190584
288	0.2082155409
289	0.2080310793
290	0.2079008974
291	0.2077906499
292	0.2075954188
293	0.2074823238
294	0.2073236835
295	0.2072799067
296	0.2071380836
297	0.2070378215
298	0.2069213737
299	0.206835539
300	0.2067333732
301	0.2066593159
302	0.2065296594
303	0.2064819481
304	0.2063719104
305	0.2062127048
306	0.2060927359
307	0.205914659
308	0.2058268272
309	0.2056927168
310	0.2056419078
311	0.2055445347
312	0.2054435331
313	0.2053878401
314	0.2053196116
315	0.2052060275
316	0.2050752744
317	0.2048313915
318	0.2047864268
319	0.204678485
320	0.20453565
321	0.2044569013
322	0.2043558013
323	0.2042110304
324	0.2041318954
325	0.2039904035
326	0.2038014948
327	0.2036094863
328	0.2034890214
329	0.2033970648
330	0.2032722252
331	0.2031740598
332	0.2030860509
333	0.2029896786
334	0.202907113
335	0.2028340598
336	0.2027556665
337	0.2026046184
338	0.2025140969
339	0.2024334399
340	0.2022349641
341	0.2021328544
342	0.2019077926
343	0.201817227
344	0.2017017651
345	0.2015669256
346	0.2014468124
347	0.2012632809
348	0.2011621971
349	0.2009947833
350	0.2009083539
351	0.2007990412
352	0.2006986794
353	0.2006398137
354	0.2005435961
355	0.2004528775
356	0.2003386107
357	0.2002832713
358	0.2001888077
359	0.2000397948
360	0.1998509728
361	0.199742063
362	0.199635298
363	0.1995262052
364	0.1994280533
365	0.1993252071
366	0.1991241616
367	0.1990084929
368	0.1988408758
369	0.1987500065
370	0.1986040276
371	0.1984537563
372	0.1983493967
373	0.198192403
374	0.1980336479
375	0.1979677763
376	0.1978327884
377	0.1977032912
378	0.197597022
379	0.1974579665
380	0.1974010055
381	0.1972394103
382	0.1971577104
383	0.197018431
384	0.1968194905
385	0.1967132053
386	0.196625783
387	0.1964806489
388	0.1963800574
389	0.1962669415
390	0.1961138129
391	0.196022705
392	0.1959111627
393	0.1958141489
394	0.1956949467
395	0.1956293566
396	0.1954941281
397	0.1953709209
398	0.1952703827
399	0.1951761884
400	0.1951290579
401	0.1949901087
402	0.1949344285
403	0.194887967
404	0.1947495277
405	0.1946961633
406	0.1946361452
407	0.1945795788
408	0.1945236929
409	0.1944481922
410	0.19440122
411	0.1943095046
412	0.1942352187
413	0.1941349322
414	0.1939876115
415	0.1939213335
416	0.1938458024
417	0.1937100398
418	0.1935683063
419	0.1934680768
420	0.1933934365
421	0.1932517756
422	0.1930993125
423	0.1930019816
424	0.192894319
425	0.1928286943
426	0.1927209864
427	0.1926735607
428	0.1925465325
429	0.1923851289
430	0.1922997831
431	0.1922283167
432	0.1920965232
433	0.1919783931
434	0.1918982483
435	0.1918163451
436	0.1917067536
437	0.1915840342
438	0.1915445642
439	0.1914596532
440	0.1913329356
441	0.1912619217
442	0.1911602407
443	0.1910145752
444	0.1908893329
445	0.1908455716
446	0.1907700209
447	0.1907247244
448	0.1906254168
449	0.1904836793
450	0.1903603679
451	0.1902893143
452	0.19027686
453	0.190123793
454	0.1899977932
455	0.1899124463
456	0.1897722004
457	0.1896042892
458	0.1895093003
459	0.1894350409
460	0.1893491066
461	0.1892247717
462	0.1891044725
463	0.1889953329
464	0.1888652413
465	0.1887339906
466	0.1885906479
467	0.188407314
468	0.1883135463
469	0.1882224633
470	0.1881131236
471	0.1880639627
472	0.1879873617
473	0.1878538855
474	0.1877362995
475	0.1876299899
476	0.1874963309
477	0.1873273841
478	0.1872206008
479	0.1871086584
480	0.1870004965
481	0.1868370991
482	0.1867199789
483	0.1865823117
484	0.1864669033
485	0.1863992845
486	0.1862679414
487	0.1861714856
488	0.1860888151
489	0.1860624647
490	0.1859897753
491	0.1859103148
492	0.1857980247
493	0.1857620445
494	0.1856679112
495	0.1855643273
496	0.1854846416
497	0.1854118861
498	0.1853299376
499	0.1853154798
500	0.1852637172
501	0.185184719
502	0.1850463179
503	0.1849344938
504	0.184864784
505	0.1847806724
506	0.1846712866
507	0.1846035804
508	0.1844952734
509	0.1843963799
510	0.1843019636
511	0.1842468365
512	0.1841390217
513	0.1840443666
514	0.1840042378
515	0.1838999827
516	0.1837446449
517	0.1836238142
518	0.1835883276
519	0.1835074971
520	0.1833973249
521	0.1833205562
522	0.1832107335
523	0.1830821771
524	0.1830201665
525	0.1829376193
526	0.1828854285
527	0.182789805
528	0.1827282839
529	0.1826458747
530	0.1825513514
531	0.1824907482
532	0.1823924626
533	0.1823101071
534	0.1822110914
535	0.1821341203
536	0.1820501851
537	0.1818826687
538	0.1818139519
539	0.1816847861
540	0.1816468063
541	0.1815002884
542	0.181417405
543	0.181295874
544	0.1812595615
545	0.1811972622
546	0.181082764
547	0.1810428281
548	0.1810102811
549	0.1809696178
550	0.180931583
551	0.1808258641
552	0.1807549021
553	0.1806770076
554	0.1806316459
555	0.1804215147
556	0.1803738387
557	0.180289755
558	0.1802552214
559	0.1801975504
560	0.1801285374
561	0.1799573722
562	0.1798689075
563	0.1797690112
564	0.17969238
565	0.1796461607
566	0.179543651
567	0.1794806292
568	0.1793713977
569	0.1792764412
570	0.1792179428
571	0.1790818993
572	0.1789609088
573	0.1788704961
574	0.1788149655
575	0.1786888933
576	0.1786039388
577	0.1785326447
578	0.1784361804
579	0.1783689661
580	0.1783071298
581	0.1782071367
582	0.1780562819
583	0.1780233433
584	0.1780003565
585	0.177928903
586	0.1777845052
587	0.1775873532
588	0.1775110021
589	0.1773997348
590	0.1772687463
591	0.1772062589
592	0.177119007
593	0.1769735256
594	0.1769220776
595	0.1768649333
596	0.1767594882
597	0.1766952333
598	0.1765620968
599	0.1764871031
600	0.1763737907
601	0.1762943629
602	0.1762064977
603	0.1761220521
604	0.1760519094
605	0.1759768752
606	0.1759479477
607	0.1759058157
608	0.1758053002
609	0.1757396104
610	0.1756955017
611	0.1755133545
612	0.1753933822
613	0.175331894
614	0.1752804167
615	0.1751927259
616	0.1750816175
617	0.1749769857
618	0.1748875463
619	0.1748038798
620	0.1747136365
621	0.1746421692
622	0.1745631939
623	0.1744844749
624	0.1743608645
625	0.1742876493
626	0.174182403
627	0.1740969966
628	0.174013528
629	0.173954078
630	0.1738670862
631	0.1737989732
632	0.1737050564
633	0.1736410624
634	0.1734937275
635	0.1734264989
636	0.1733629168
637	0.1732707549
638	0.1731689286
639	0.1731327342
640	0.173040701
641	0.1729134997
642	0.1728645438
643	0.1727670884
644	0.1727072446
645	0.1726866824
646	0.1726124196
647	0.1725680002
648	0.172391886
649	0.1723249427
650	0.1722630024
651	0.1721925928
652	0.172086925
653	0.1720126396
654	0.1719609102
655	0.1718558989
656	0.1717276488
657	0.1716935978
658	0.1716022345
659	0.1714731004
660	0.1714487352
661	0.1712847179
662	0.1712419485
663	0.1711445599
664	0.1710700363
665	0.1709749733
666	0.1709055225
667	0.1707819362
668	0.1706895637
669	0.1706254834
670	0.1705737549
671	0.1704795821
672	0.1704385295
673	0.1703762126
674	0.1703562744
675	0.170334966
676	0.1702793313
677	0.1701948536
678	0.170158389
679	0.1701052162
680	0.1700201824
681	0.1699525868
682	0.1698516714
683	0.1697901603
684	0.1696870416
685	0.1696042904
686	0.1695416451
687	0.1694819387
688	0.1694105718
689	0.1692934239
690	0.1692279271
691	0.1691348364
692	0.1690451564
693	0.1690019379
694	0.1689418731
695	0.1688770877
696	0.1687764093
697	0.1686740864
698	0.1686119387
699	0.1685294165
700	0.168511693
701	0.1684509863
702	0.1683924983
703	0.1683011383
704	0.1682400582
705	0.1681929009
706	0.1681359126
707	0.167994205
708	0.1679104139
709	0.1678103575
710	0.1677457757
711	0.1676542708
712	0.1675903659
713	0.1675231601
714	0.1674188004
715	0.1672794225
716	0.1671614516
717	0.1671006637
718	0.1670184301
719	0.1669104575
720	0.1668055123
721	0.1667278511
722	0.1667065612
723	0.1666190546
724	0.1665272317
725	0.1664590533
726	0.1663854311
727	0.1663494315
728	0.1663031924
729	0.1661659677
730	0.1661110128
731	0.1660502968
732	0.1659566399
733	0.1657788702
734	0.1657133606
735	0.1656281549
736	0.1655822062
737	0.1655536777
738	0.1654510815
739	0.165382037
740	0.1652926279
741	0.1652165148
742	0.1651749628
743	0.165076614
744	0.1649877776
745	0.1649060076
746	0.1648548267
747	0.1648175572
748	0.1647784251
749	0.1646872148
750	0.1646219408
751	0.164550745
752	0.1644480047
753	0.1643537894
754	0.1643123854
755	0.1642416325
756	0.1641652542
757	0.1640829665
758	0.1640213513
759	0.163980879
760	0.1638692212
761	0.1637745339
762	0.1637006606
763	0.1636239639
764	0.1635710955
765	0.1635443677
766	0.1634620964
767	0.1633670478
768	0.1632283961
769	0.1631808604
770	0.1630945406
771	0.1630204244
772	0.1629812054
773	0.1629051138
774	0.1628448084
775	0.1628115159
776	0.162767268
777	0.1626822477
778	0.1626373184
779	0.1625865955
780	0.1625135203
781	0.1624240463
782	0.1623991479
783	0.1623581965
784	0.1622668576
785	0.1621790963
786	0.1621175017
787	0.1619947
788	0.1619189023
789	0.1618568076
790	0.1617887856
791	0.1616724352
792	0.1616168357
793	0.1615570465
794	0.161485994
795	0.1613806462
796	0.1612341789
797	0.161186419
798	0.161057502
799	0.1609749443
800	0.1609259905
801	0.1608709032
802	0.1608010246
803	0.1607426741
804	0.1607208267
805	0.1606525166
806	0.1605941757
807	0.1605538772
808	0.1605111296
809	0.1604146171
810	0.1603878383
811	0.1603233624
812	0.1602906958
813	0.1602399355
814	0.1602179517
815	0.1600962594
816	0.1599866572
817	0.1599565683
818	0.1598233461
819	0.1597562465
820	0.1596985628
821	0.159618942
822	0.1595617466
823	0.1594654524
824	0.1594260372
825	0.1593910068
826	0.1593363375
827	0.1592988002
828	0.1592227323
829	0.1591774086
830	0.1591525444
831	0.1590609199
832	0.1589941433
833	0.1589040503
834	0.1588615297
835	0.1587993702
836	0.1587259696
837	0.1586397256
838	0.1585473879
839	0.1584730654
840	0.1584371228
841	0.1583799028
842	0.1583142786
843	0.1582663878
844	0.158213665
845	0.1581117739
846	0.1579913824
847	0.1579468206
848	0.1578559962
849	0.157801364
850	0.1577345933
851	0.1576893358
852	0.1576792067
853	0.1576010793
854	0.1575407502
855	0.1574561657
856	0.1574150008
857	0.1573257013
858	0.1572670508
859	0.157156326
860	0.1571228457
861	0.157070754
862	0.1570287476
863	0.1569393853
864	0.156834397
865	0.15678781
866	0.1567482948
867	0.1567074025
868	0.1566656315
869	0.1565580902
870	0.1565073952
871	0.1564496438
872	0.1563542759
873	0.1563021701
874	0.1562825973
875	0.1562213498
876	0.1561449868
877	0.1560744076
878	0.1559755814
879	0.1558922772
880	0.1558403775
881	0.1557991404
882	0.1557206815
883	0.155615477
884	0.1555220871
885	0.1554651329
886	0.1554307168
887	0.1553923092
888	0.1553161842
889	0.1551916348
890	0.1551353391
891	0.1550597719
892	0.1550396841
893	0.1549488245
894	0.1549260911
895	0.1548760629
896	0.1548110402
897	0.1547798245
898	0.154729935
899	0.1546658648
900	0.1545922875
901	0.1544668701
902	0.1543830543
903	0.1543276475
904	0.1542459224
905	0.1541951494
906	0.1541299351
907	0.1540992109
908	0.1540149184
909	0.1539765814
910	0.153929588
911	0.1538721898
912	0.1537756041
913	0.1537157033
914	0.1536739273
915	0.1536193094
916	0.1535990531
917	0.153505555
918	0.1534546349
919	0.1534398667
920	0.1533333811
921	0.1533082473
922	0.1532583912
923	0.1532067495
924	0.1531798629
925	0.1531345204
926	0.153103016
927	0.1530274043
928	0.1529780754
929	0.1528534616
930	0.1527656267
931	0.1526999489
932	0.1526656256
933	0.1525683426
934	0.152522529
935	0.1524505437
936	0.1523369847
937	0.1522640514
938	0.152208281
939	0.1521805681
940	0.1521384235
941	0.1521149451
942	0.1520292435
943	0.1519507648
944	0.151880292
945	0.151816318
946	0.151792405
947	0.1517201137
948	0.151673095
949	0.1516199286
950	0.1515468943
951	0.1515250754
952	0.1514947828
953	0.1514209002
954	0.1513529337
955	0.1512641447
956	0.151205528
957	0.1511066536
958	0.1510662055
959	0.1510459859
960	0.150977654
961	0.1509376175
962	0.1509050999
963	0.1508079841
964	0.1507493861
965	0.1506906654
966	0.1506234307
967	0.1505924397
968	0.1505756475
969	0.150541828
970	0.1504985894
971	0.1504543025
972	0.1504049507
973	0.1503457739
974	0.1503286123
975	0.1502656035
976	0.1502316842
977	0.1501593747
978	0.1500728505
979	0.149992467
980	0.1499732299
981	0.1499322048
982	0.1498641017
983	0.1498301693
984	0.1497793478
985	0.1497281502
986	0.1496755868
987	0.1495499422
988	0.1494962835
989	0.1494212843
990	0.1493540145
991	0.149287413
992	0.1492503568
993	0.1492458672
994	0.1491794047
995	0.1491445867
996	0.149088122
997	0.1490425876
998	0.148961702
999	0.1489073933
1000	0.1488733977
1001	0.1488262847
1002	0.1487564276
1003	0.1487127209
1004	0.1487044993
1005	0.148670276
1006	0.1485267333
1007	0.1484792666
1008	0.1484040592
1009	0.1483579205
1010	0.1483153377
1011	0.1482517655
1012	0.14822193
1013	0.1481676139
1014	0.1481295879
1015	0.1480496571
1016	0.1479929634
1017	0.147926101
1018	0.1478492186
1019	0.1477952282
1020	0.1476797543
1021	0.1476486939
1022	0.1475609114
1023	0.1474752804
1024	0.1474450083
1025	0.1473973636
1026	0.1473721598
1027	0.1472523042
1028	0.1471810844
1029	0.1471564673
1030	0.147082032
1031	0.147028944
1032	0.1469830941
1033	0.1469248123
1034	0.1469000715
1035	0.146857654
1036	0.14683546
1037	0.1467520834
1038	0.146641937
1039	0.1465562571
1040	0.1465170949
1041	0.1464869717
1042	0.1464658905
1043	0.1464170377
1044	0.1463582498
1045	0.1463210292
1046	0.1463005441
1047	0.1462366474
1048	0.1461963988
1049	0.146146451
1050	0.1460711206
1051	0.1460025829
1052	0.1459692221
1053	0.1459098644
1054	0.1458387421
1055	0.1457718502
1056	0.1457133311
1057	0.1456975854
1058	0.145660014
1059	0.1456222369
1060	0.1455684511
1061	0.1454781493
1062	0.1454376632
1063	0.1453980363
1064	0.1453685095
1065	0.1453222146
1066	0.1452990104
1067	0.1452216763
1068	0.1451346469
1069	0.1450457363
1070	0.1450003354
1071	0.1449603892
1072	0.144843085
1073	0.1447837424
1074	0.1447008812
1075	0.1446813664
1076	0.1446431082
1077	0.1445962407
1078	0.144554053
1079	0.1444911535
1080	0.1444468601
1081	0.1444126888
1082	0.1443795
1083	0.1443181089
1084	0.1442594326
1085	0.1441744114
1086	0.1440097866
1087	0.1439935229
1088	0.1439699679
1089	0.1439211525
1090	0.1438619963
1091	0.1437886982
1092	0.1437227516
1093	0.1436836518
1094	0.1436293546
1095	0.143570952
1096	0.1434973701
1097	0.143411116
1098	0.143371943
1099	0.1432908831
1100	0.1432274865
1101	0.1431909326
1102	0.1431344708
1103	0.143096721
1104	0.143066601
1105	0.1430190458
1106	0.1429522145
1107	0.1429212714
1108	0.1428942065
1109	0.1428218155
1110	0.142765279
1111	0.1426784796
1112	0.142639965
1113	0.1425820539
1114	0.1425329139
1115	0.1424276322
1116	0.1423617881
1117	0.1422486411
1118	0.1422112796
1119	0.1421198581
1120	0.1421147871
1121	0.1420477837
1122	0.1420068772
1123	0.1419886597
1124	0.1419467793
1125	0.1419366329
1126	0.1419145922
1127	0.1418364212
1128	0.1418258176
1129	0.1417736916
1130	0.1417225731
1131	0.1416646773
1132	0.1416166581
1133	0.1415191489
1134	0.1415003148
1135	0.1414672194
1136	0.1414358246
1137	0.1414317086
1138	0.1413998741
1139	0.1413531539
1140	0.1413320098
1141	0.1412253473
1142	0.1411603292
1143	0.1410951374
1144	0.1410820323
1145	0.141048987
1146	0.1409775915
1147	0.1409187795
1148	0.1408716097
1149	0.1408099515
1150	0.1407772207
1151	0.1406920938
1152	0.1406133828
1153	0.1405923432
1154	0.1405038351
1155	0.1404450241
1156	0.1403893174
1157	0.1403702642
1158	0.140334734
1159	0.1402931777
1160	0.1402312912
1161	0.1401940088
1162	0.1401555095
1163	0.1400355002
1164	0.1399785685
1165	0.1399055868
1166	0.1398660423
1167	0.1398541146
1168	0.1398511894
1169	0.1398334866
1170	0.1397509272
1171	0.1397363128
1172	0.1397007648
1173	0.1396397944
1174	0.1395836012
1175	0.1395414848
1176	0.139511144
1177	0.1394917922
1178	0.1394518863
1179	0.1394350168
1180	0.1393618154
1181	0.1393267037
1182	0.1393065606
1183	0.1392584249
1184	0.1391925147
1185	0.1391754033
1186	0.1391469742
1187	0.1391115295
1188	0.1390333501
1189	0.1390032301
1190	0.1389794014
1191	0.1389083424
1192	0.1388710696
1193	0.1388415558
1194	0.1387705795
1195	0.1387204466
1196	0.1386437159
1197	0.1386400026
1198	0.1385245274
1199	0.1384873361
1200	0.1384484197
1201	0.1384249157
1202	0.1383147821
1203	0.1382309143
1204	0.1381869513
1205	0.1381228449
1206	0.1380623947
1207	0.1379939956
1208	0.1379279024
1209	0.1378556066
1210	0.1378280211
1211	0.1378156816
1212	0.1377293707
1213	0.1376876005
1214	0.1376471918
1215	0.1376041883
1216	0.1375373793
1217	0.1374903149
1218	0.1374618276
1219	0.1373857946
1220	0.1373156007
1221	0.137276432
1222	0.1372056718
1223	0.1371812917
1224	0.1370924912
1225	0.1370632623
1226	0.1370112796
1227	0.1369224976
1228	0.1368765493
1229	0.1368036346
1230	0.136739889
1231	0.1366870266
1232	0.1366739963
1233	0.1366449092
1234	0.1366189795
1235	0.136604437
1236	0.1365705641
1237	0.1365400431
1238	0.136520446
1239	0.136495451
1240	0.1363994118
1241	0.1363798829
1242	0.1363519605
1243	0.1362892918
1244	0.1362613913
1245	0.1362088486
1246	0.1361100135
1247	0.1360288915
1248	0.1360152906
1249	0.1359796329
1250	0.1359397575
1251	0.1359198618
1252	0.1358940068
1253	0.1358493032
1254	0.1358155936
1255	0.13577095
1256	0.1357494236
1257	0.1356624189
1258	0.1356193514
1259	0.1355895962
1260	0.1355053447
1261	0.1354442669
1262	0.1353780669
1263	0.135348772
1264	0.1353210225
1265	0.1352816478
1266	0.1352721238
1267	0.1352636793
1268	0.1351989636
1269	0.1351666053
1270	0.1351009602
1271	0.1350871914
1272	0.1350668789
1273	0.1350218687
1274	0.1349332553
1275	0.1349154719
1276	0.1348852696
1277	0.1348302763
1278	0.1347609639
1279	0.1346906056
1280	0.1346509362
1281	0.1345961563
1282	0.1345625971
1283	0.1345419391
1284	0.1345045287
1285	0.13442585
1286	0.1343843635
1287	0.134352586
1288	0.1342659586
1289	0.1342412278
1290	0.1342197868
1291	0.1341793194
1292	0.134091504
1293	0.1340479079
1294	0.1339983623
1295	0.1339027384
1296	0.1338858316
1297	0.1338592823
1298	0.1338319795
1299	0.1337889017
1300	0.1337693234
1301	0.133708798
1302	0.1336442444
1303	0.1335966642
1304	0.1335480766
1305	0.1334863884
1306	0.1334688311
1307	0.1334334078
1308	0.1333918711
1309	0.1333299574
1310	0.1332838633
1311	0.1332239732
1312	0.1331926321
1313	0.1331109115
1314	0.1330590975
1315	0.1330123808
1316	0.1329571911
1317	0.13287897
1318	0.132811557
1319	0.1327591222
1320	0.1327019797
1321	0.1326416898
1322	0.1326097106
1323	0.1325986057
1324	0.1325775487
1325	0.1325411875
1326	0.1324779213
1327	0.1324341998
1328	0.1323209607
1329	0.1322987963
1330	0.1322570724
1331	0.1321670454
1332	0.1321224348
1333	0.1320654042
1334	0.1320511048
1335	0.131982645
1336	0.131901734
1337	0.131848786
1338	0.1317868353
1339	0.1317809519
1340	0.1316964606
1341	0.1316660545
1342	0.1315982784
1343	0.1315519164
1344	0.1314777653
1345	0.1314461964
1346	0.1314008588
1347	0.131363191
1348	0.131340195
1349	0.1313229147
1350	0.1312621634
1351	0.1311801425
1352	0.1311105808
1353	0.1310904479
1354	0.1310648587
1355	0.1310379962
1356	0.1310155304
1357	0.1309768774
1358	0.1308944502
1359	0.1308658959
1360	0.1308212689
1361	0.1308131441
1362	0.1307879192
1363	0.1307308073
1364	0.1306733623
1365	0.1305993454
1366	0.1305606622
1367	0.1305312256
1368	0.1304464241
1369	0.1304292408
1370	0.130360678
1371	0.1302945555
1372	0.1302835404
1373	0.1302718414
1374	0.1302258604
1375	0.130170523
1376	0.1300808249
1377	0.130051269
1378	0.130010212
1379	0.1300018318
1380	0.1299848515
1381	0.1299715721
1382	0.1299357725
1383	0.1298696399
1384	0.1298271423
1385	0.1298180499
1386	0.129768053
1387	0.1296976239
1388	0.129678457
1389	0.1295928767
1390	0.1295639995
1391	0.1295580667
1392	0.1294998149
1393	0.1294617678
1394	0.1294289346
1395	0.129347171
1396	0.1293384825
1397	0.1293011454
1398	0.1292306177
1399	0.1291586185
1400	0.1291483524
1401	0.1291235582
1402	0.1291014316
1403	0.1290707763
1404	0.1290462135
1405	0.1290165212
1406	0.1289878329
1407	0.1289610062
1408	0.1288931206
1409	0.1288468082
1410	0.1287933857
1411	0.1287714501
1412	0.1287053937
1413	0.1287012445
1414	0.1286934136
1415	0.1286743075
1416	0.1286474257
1417	0.1286221855
1418	0.1286134257
1419	0.128550067
1420	0.1285243804
1421	0.1284980845
1422	0.128467584
1423	0.1284284939
1424	0.1284127193
1425	0.1283882066
1426	0.1283343751
1427	0.1282802954
1428	0.1282245466
1429	0.1281837985
1430	0.1281598202
1431	0.1281319685
1432	0.1280995109
1433	0.1280517773
1434	0.1280131004
1435	0.1279679215
1436	0.1279302534
1437	0.1279156292
1438	0.1278047507
1439	0.1277612727
1440	0.1277442601
1441	0.127725393
1442	0.1276222972
1443	0.1275992306
1444	0.1275863156
1445	0.1275305384
1446	0.127452883
1447	0.127404836
1448	0.1273052077
1449	0.1272795057
1450	0.1272771956
1451	0.1271632294
1452	0.1271489913
1453	0.1270909837
1454	0.1270436428
1455	0.1270178766
1456	0.1269408904
1457	0.1269069969
1458	0.1268916583
1459	0.1268679755
1460	0.1268560833
1461	0.12676353
1462	0.1266841204
1463	0.1266557607
1464	0.1266234012
1465	0.1265818058
1466	0.1265359186
1467	0.126491581
1468	0.1264177585
1469	0.1263812705
1470	0.1263431527
1471	0.1263181511
1472	0.1263012271
1473	0.1262739892
1474	0.1262273759
1475	0.126187523
1476	0.1261511137
1477	0.1261483392
1478	0.1261076548
1479	0.1260811566
1480	0.126032417
1481	0.1259514632
1482	0.1259370194
1483	0.1259207296
1484	0.1258512269
1485	0.1258172817
1486	0.125800607
1487	0.1257227304
1488	0.1257138443
1489	0.125676649
1490	0.1255890324
1491	0.1255852381
1492	0.1255279498
1493	0.1255151765
1494	0.1254360787
1495	0.125408479
1496	0.125401023
1497	0.1253987404
1498	0.1253369116
1499	0.1252841987
1500	0.1252544295
1501	0.1252226516
1502	0.1251881265
1503	0.1251527355
1504	0.1251306903
1505	0.1250993743
1506	0.1250763637
1507	0.1250534928
1508	0.1250353555
1509	0.1250056933
1510	0.124965399
1511	0.1249383483
1512	0.1248872431
1513	0.1248775803
